ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,172.41551246537395,60.48199445983379,0,1
1,2,584.3260188087775,61.62068965517241,0,2
1,3,161.50483870967741,80.8741935483871,0,3
1,4,581.3858267716536,79.5023622047244,0,4
1,5,638.4036697247707,84.19266055045871,0,5
1,6,669.8239910313902,97.63116591928251,0,6
1,7,333.2368421052632,142.0909090909091,0,7
1,8,667.8709677419355,111.65806451612903,0,8
1,9,720.8165829145729,139.0,0,9
1,10,245.78384798099762,155.78028503562945,0,10
1,11,304.399209486166,138.96442687747034,0,11
1,12,620.0384615384615,120.02977667493796,0,12
1,13,297.2511682242991,162.5303738317757,0,13
1,14,689.9614243323442,141.8753709198813,0,14
1,15,268.03834808259586,150.06784660766962,0,15
1,16,389.07784431137725,159.74850299401197,0,16
1,17,207.10800744878958,154.19180633147113,0,17
1,18,205.52473498233215,182.69611307420496,0,18
1,19,328.79378531073445,171.68361581920905,0,19
1,20,287.09514925373134,186.59701492537314,0,20
1,21,377.0452961672474,172.57839721254356,0,21
1,22,502.5098039215686,185.38779956427015,0,22
1,23,275.3840155945419,202.92787524366472,0,23
1,24,369.4127516778523,188.24328859060404,0,24
1,25,414.9240506329114,188.27848101265823,0,25
1,26,433.79475308641975,201.16512345679013,0,26
1,27,194.92131616595137,222.1931330472103,0,27
1,28,280.64251207729467,240.47504025764894,0,28
1,29,263.140756302521,254.38655462184875,0,29
1,30,636.6701208981002,276.8497409326425,0,30
1,31,229.90944123314065,311.9499036608863,0,31
1,32,252.16636197440585,312.07861060329066,0,32
1,33,206.9331550802139,308.26737967914437,0,33
1,34,535.709388971684,365.8166915052161,0,34
1,35,343.0820045558087,350.6765375854214,0,35
1,36,558.3503289473684,371.35526315789474,0,36
1,37,582.718009478673,371.9668246445498,0,37
1,38,499.4881693648817,433.91407222914074,0,38
1,39,477.68350668647844,437.3595839524517,0,39
1,40,453.0569800569801,438.36467236467234,0,40
1,41,851.7398843930636,432.757225433526,0,41
1,42,809.9192399049881,437.99287410926365,0,42
1,43,955.8242245199409,453.3426883308715,0,43
1,44,958.1790017211704,477.51118760757316,0,44
1,45,494.7967479674797,508.3821138211382,0,45
1,46,924.7834862385321,516.4330275229357,0,46
1,47,958.9512195121952,542.3095684803002,0,47
1,48,920.7126436781609,534.919540229885,0,48
1,49,898.3510638297872,544.1063829787234,0,49
1,50,945.669014084507,555.9647887323944,0,50
1,51,859.5140073081608,561.700365408039,0,51
1,52,928.9108808290156,585.7906735751295,0,52
1,53,525.9678284182305,575.1367292225201,0,53
1,54,890.4460352422908,585.045154185022,0,54
1,55,846.730255164034,592.9769137302552,0,55
1,56,836.4776119402985,580.0298507462686,0,56
1,57,809.9355828220858,604.5966257668712,0,57
1,58,624.5917667238422,611.5763293310463,0,58
1,59,952.6804564907276,624.7132667617689,0,59
1,60,976.0320512820513,624.6858974358975,0,60
1,61,549.6122448979592,617.2575315840622,0,61
1,62,601.8159420289855,617.204347826087,0,62
1,63,562.7784810126582,602.1645569620254,0,63
1,64,930.0722347629796,620.3724604966139,0,64
1,65,920.1047619047619,608.7714285714286,0,65
1,66,874.8837209302326,609.6395348837209,0,66
1,67,584.6477987421383,622.2830188679245,0,67
1,68,888.2289416846652,622.4535637149028,0,68
1,69,836.604743083004,633.8359683794466,0,69
1,70,914.4034620505992,655.4034620505992,0,70
1,71,962.52,649.3511111111111,0,71
1,72,881.3711538461539,643.8538461538461,0,72
1,73,841.8638743455498,651.0994764397906,0,73
1,74,669.4730434782608,651.3878260869565,0,74
1,75,809.6246056782335,702.5131440588854,0,75
1,76,341.04352498656635,738.2192369693713,0,76
1,77,844.9800498753117,700.1683291770573,0,77
1,78,872.8389261744967,665.9328859060403,0,78
1,79,866.6681034482758,704.0377155172414,0,79
1,80,827.5827067669173,686.3383458646616,0,80
1,81,952.7730375426621,687.4795221843003,0,81
1,82,889.3152985074627,710.3843283582089,0,82
1,83,973.6725663716815,688.4690265486726,0,83
1,84,788.4550128534704,707.7377892030848,0,84
1,85,312.11538461538464,734.1062271062272,0,85
1,86,777.8691037735849,752.4186320754717,0,86
1,87,926.1948051948052,722.317254174397,0,87
1,88,828.7165898617511,727.3755760368664,0,88
1,89,905.4024390243902,721.2926829268292,0,89
1,90,957.6712802768166,733.9307958477509,0,90
1,91,942.1777777777778,761.9123456790123,0,91
1,92,902.0752688172043,746.3440860215054,0,92
1,93,178.5174825174825,757.1328671328671,0,93
1,94,943.7651515151515,752.2348484848485,0,94
1,95,911.7252584933531,768.5524372230428,0,95
1,96,481.4880763116057,784.4213036565977,0,96
1,97,858.7411347517731,761.468085106383,0,97
1,98,520.2033293697979,805.8038049940546,0,98
1,99,500.9222972972973,793.106418918919,0,99
1,100,628.1680327868852,777.3483606557377,0,100
1,101,925.0790598290598,800.0641025641025,0,101
1,102,888.2792642140469,799.5852842809364,0,102
1,103,572.0455235204856,802.5220030349013,0,103
1,104,581.6612903225806,822.647465437788,0,104
1,105,903.6921797004992,837.1364392678869,0,105
1,106,943.5533333333333,833.52,0,106
