ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,120.87974683544304,48.25316455696203,0,1
1,2,159.25396825396825,52.423280423280424,0,2
1,3,429.90604026845637,48.691275167785236,0,3
1,4,139.72946859903382,56.028985507246375,0,4
1,5,712.2217194570136,56.52488687782805,0,5
1,6,544.8926553672317,68.07909604519774,0,6
1,7,742.1775700934579,72.27102803738318,0,7
1,8,922.6981132075472,73.66037735849056,0,8
1,9,163.3835616438356,76.05479452054794,0,9
1,10,566.6129032258065,85.15591397849462,0,10
1,11,921.2913907284768,95.78145695364239,0,11
1,12,177.31875,111.65625,0,12
1,13,903.5535714285714,115.48809523809524,0,13
1,14,203.7906976744186,120.86627906976744,0,14
1,15,176.3826530612245,148.59183673469389,0,15
1,16,53.394285714285715,141.01142857142858,0,16
1,17,878.8466666666667,145.22666666666666,0,17
1,18,199.53225806451613,149.8774193548387,0,18
1,19,899.5,145.7625,0,19
1,20,857.1461538461539,147.27692307692308,0,20
1,21,227.43636363636364,149.84242424242424,0,21
1,22,918.9136690647482,151.31654676258992,0,22
1,23,152.1105527638191,155.57286432160805,0,23
1,24,211.98026315789474,160.7828947368421,0,24
1,25,49.745098039215684,161.35294117647058,0,25
1,26,68.94148936170212,165.5744680851064,0,26
1,27,851.28,168.44,0,27
1,28,873.2777777777778,169.89506172839506,0,28
1,29,893.8666666666667,172.55151515151516,0,29
1,30,90.859375,173.18229166666666,0,30
1,31,224.8273381294964,173.5179856115108,0,31
1,32,109.34275618374558,182.63604240282686,0,32
1,33,913.5984848484849,175.18939393939394,0,33
1,34,206.3576923076923,183.5076923076923,0,34
1,35,183.64367816091954,180.51724137931035,0,35
1,36,52.032154340836016,187.62379421221866,0,36
1,37,161.43601895734596,187.0568720379147,0,37
1,38,71.79126213592232,194.3640776699029,0,38
1,39,626.0536912751678,196.8993288590604,0,39
1,40,89.3476821192053,211.4503311258278,0,40
1,41,192.82822085889572,205.30061349693253,0,41
1,42,621.5560165975104,217.25726141078837,0,42
1,43,645.3098591549295,212.45774647887325,0,43
1,44,698.0451612903225,214.4,0,44
1,45,756.0257234726688,234.42765273311898,0,45
1,46,61.59498207885304,218.46594982078852,0,46
1,47,723.57,230.455,0,47
1,48,45.57657657657658,233.27477477477478,0,48
1,49,658.260663507109,232.53554502369667,0,49
1,50,692.4502617801047,235.1151832460733,0,50
1,51,956.7979274611399,242.60621761658032,0,51
1,52,623.7325581395348,242.93023255813952,0,52
1,53,632.6333333333333,257.14166666666665,0,53
1,54,802.2579185520362,277.96380090497735,0,54
1,55,430.9867256637168,272.56637168141594,0,55
1,56,954.935960591133,273.7586206896552,0,56
1,57,415.9503546099291,288.68794326241135,0,57
1,58,443.006993006993,304.1188811188811,0,58
1,59,65.50617283950618,315.2283950617284,0,59
1,60,431.74045801526717,316.30534351145036,0,60
1,61,419.9614035087719,329.3578947368421,0,61
1,62,441.8757396449704,334.06508875739644,0,62
1,63,459.4782608695652,344.0966183574879,0,63
1,64,61.99310344827586,341.78620689655173,0,64
1,65,479.625,347.8796296296296,0,65
1,66,658.8547486033519,347.4189944134078,0,66
