ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Intensity_IntegratedIntensityEdge_OriBlue,Intensity_IntegratedIntensityEdge_OriGreen,Intensity_IntegratedIntensity_OriBlue,Intensity_IntegratedIntensity_OriGreen,Intensity_LowerQuartileIntensity_OriBlue,Intensity_LowerQuartileIntensity_OriGreen,Intensity_MADIntensity_OriBlue,Intensity_MADIntensity_OriGreen,Intensity_MassDisplacement_OriBlue,Intensity_MassDisplacement_OriGreen,Intensity_MaxIntensityEdge_OriBlue,Intensity_MaxIntensityEdge_OriGreen,Intensity_MaxIntensity_OriBlue,Intensity_MaxIntensity_OriGreen,Intensity_MeanIntensityEdge_OriBlue,Intensity_MeanIntensityEdge_OriGreen,Intensity_MeanIntensity_OriBlue,Intensity_MeanIntensity_OriGreen,Intensity_MedianIntensity_OriBlue,Intensity_MedianIntensity_OriGreen,Intensity_MinIntensityEdge_OriBlue,Intensity_MinIntensityEdge_OriGreen,Intensity_MinIntensity_OriBlue,Intensity_MinIntensity_OriGreen,Intensity_StdIntensityEdge_OriBlue,Intensity_StdIntensityEdge_OriGreen,Intensity_StdIntensity_OriBlue,Intensity_StdIntensity_OriGreen,Intensity_UpperQuartileIntensity_OriBlue,Intensity_UpperQuartileIntensity_OriGreen,Location_CenterMassIntensity_X_OriBlue,Location_CenterMassIntensity_X_OriGreen,Location_CenterMassIntensity_Y_OriBlue,Location_CenterMassIntensity_Y_OriGreen,Location_CenterMassIntensity_Z_OriBlue,Location_CenterMassIntensity_Z_OriGreen,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_OriBlue,Location_MaxIntensity_X_OriGreen,Location_MaxIntensity_Y_OriBlue,Location_MaxIntensity_Y_OriGreen,Location_MaxIntensity_Z_OriBlue,Location_MaxIntensity_Z_OriGreen,Number_Object_Number,Parent_Expanded_membrane
1,1,577,1232,439,60,411,16,423.87694974003466,38.34835355285962,1.946834189222596,693,0.950582328940605,27.104597715372734,1,0.46834415584415584,0.5136544270363965,51.30830485759582,46.238512086787566,7.615773105863909,3.2822304776303843,3.0,16.9444340759391,15.929822856597582,25.618164629792712,118.81118318204308,0.8326118326118326,0.3424287830789142,0.02721984448620716,0.10855495196573835,0.09224935434741573,0.028702072029505914,0.015073361757115747,0.014691907247878389,0.06171478523671203,0.03682354486044895,0.01918978506184577,0.018449450494816735,0.007013962156539508,0.008231272212376572,0.018138680056572702,0.021083608434034524,0.018468122974552224,0.012054027673725452,0.009818165867171508,0.005821953551628335,0.003657906966654918,0.002568371605593549,0.008671802776936409,0.0038540974890240464,0.007039920970895527,0.010190781454463546,0.006039471972450752,0.0035687484882560585,0.0036985935235155218,0.0002704542625237805,0.0023854881812855884,0.7206225809641182,0.18941023875959218,5.134416798129678,1.0961623557377607,0.00781261920928955,0.0018005645833909512,0.001098649576306343,9.155413135886192e-05,0.20570871470649876,0.028930841352690927,0.009048599749803543,0.0023193713277578354,0.012314030900597572,0.0024109254591166973,0.007134877039248696,0.0018753488986098235,0.008898469320848661,0.001899761448418996,0.008949416689574718,0.001892118714749813,0.00520332669839263,0.0016021972987800837,0.00520332669839263,0.0015716792549937963,0.0008207220502582076,0.00013341450952008465,0.001428890480979354,0.0001285265397348985,0.009948882274329662,0.001983672846108675,424.0127792239522,423.85998858526943,38.50284117891718,38.324916129571115,0.0,0.0,423.87694974003466,38.34835355285962,0,429.0,412.0,46.0,28.0,0.0,0.0,1,3
1,2,349,720,461,51,437,21,447.5959885386819,37.865329512893986,1.7359759420112897,415,0.8960285776155468,21.079862454783044,1,0.4847222222222222,0.5760448493551167,33.48513436484822,32.64965543462902,7.0,2.8413964189754233,2.8284271247461903,14.458366733510482,14.86727854147642,36.1000002351624,87.25483399593904,0.8409638554216867,0.41684859391423235,0.07753471872089406,0.1255608012472427,0.07587895440546896,0.07069424106849234,0.022839184811627174,0.002428207678988898,0.033388398397415385,0.027471487450310896,0.022367627531042617,0.02650135432042367,0.008687378439516426,0.0018506649527809376,0.012995179190879218,0.00710873963557476,0.015875469562559096,0.0071053285037611606,0.007204505789517708,0.006749593298505139,0.0052168123197477165,0.0144158434145122,0.003043361278636147,0.007204908718551953,0.01127894718411405,0.01030509222155485,0.0041878001069331474,0.005170615031352928,0.006439261832767674,0.0049520055942270024,0.002454347478332737,0.42873274721205235,0.1405508506577462,2.291371064260602,0.6663004499860108,0.0059128712164238095,0.0018158236052840948,0.0006561377085745335,9.155413135886192e-05,0.16622072414714548,0.021734452055501254,0.0073853665962815285,0.002197299152612686,0.008896009996533394,0.00238040741533041,0.0057936857731358425,0.001899335819699273,0.0065655331354171976,0.0019091703437994578,0.006637674756348133,0.0019073777366429567,0.00428778538480401,0.001632715342566371,0.00428778538480401,0.0016021972987800837,0.0006957282205897773,0.00012358924269605822,0.0008854193695744945,0.00013151234601230076,0.007232776377350092,0.001983672846108675,447.52120667384935,447.5786882242477,38.01377816337005,37.85217331562314,0.0,0.0,447.5959885386819,37.865329512893986,0,445.0,440.0,36.0,31.0,0.0,0.0,2,0
1,3,504,846,171,87,153,40,161.18849206349208,63.92063492063492,2.4745596481403314,594,0.9639706344553634,25.332049473868512,0,0.5957446808510638,0.40411230367856155,50.333178369437704,47.29693436154187,6.708203932499369,2.83412755285166,2.8284271247461903,13.939852037804641,13.389062155890297,9.332737852257832,125.18986283848344,0.8484848484848485,0.2868630892027366,0.019437356288379278,0.1102968843946945,0.07465853928324377,0.0210730442530719,0.009671992059939806,0.038084664363136574,0.05189488702695189,0.03472154694490217,0.014124953694382894,0.016394170918541447,0.004256185929182226,0.017165802293972608,0.024789242179321876,0.022428651575651416,0.020572454558330264,0.00883677525909433,0.012598919780948396,0.008568365812488299,0.0018643587681060627,0.009970247895666237,0.009628645462689553,0.008633282731664842,0.010544159907182276,0.013837016981697686,0.004470566561548325,0.004485682542152944,0.006771333478343075,0.00381752288451697,0.0008695763529910774,0.666392014361918,0.20338750281371176,3.4109865478239954,0.9486839091405272,0.006301976274698973,0.0018005645833909512,0.0004577706567943096,7.629510946571827e-05,0.2748137705860265,0.07126895647329022,0.0077668423764407635,0.0022583352401852608,0.008392462506890297,0.0023498893715441227,0.006170296429277018,0.0018832176186454792,0.0067678304520317365,0.0018823093435327923,0.006775005720555782,0.0018768596928566694,0.004852368962019682,0.0016174563206732273,0.004852368962019682,0.0015716792549937963,0.0005177443141709222,0.00011608163401219973,0.000649438675509202,0.00012617324250127553,0.007232776377350092,0.0019531548023223877,161.12468517672852,161.19484655471916,63.65333118009758,63.9916200218748,0.0,0.0,161.18849206349208,63.92063492063492,0,160.0,159.0,66.0,73.0,0.0,0.0,3,2
1,4,567,1120,939,82,911,42,925.6613756613757,62.60846560846561,1.6364995594935836,628,0.9348040898744598,26.86869594648831,1,0.50625,0.6110603539114003,46.35962155275846,43.41658669218482,7.615773105863909,3.480245400521295,3.1622776601683795,16.299536879026387,16.465258621280157,-28.178891801806042,107.98275605729688,0.9028662420382165,0.38298505138718153,0.03961392526424901,0.12891585104001183,0.09169632083256495,0.04494795229312002,0.013326369038929572,0.02363411856394923,0.05042907874612242,0.0392823635667644,0.0279876403259087,0.017210089665355435,0.004651920377320325,0.005294442241902758,0.0081245088309327,0.01936547315044555,0.019990856009462137,0.009920246005294805,0.0056095830018803245,0.0060556038800855735,0.00160703312939004,4.079046741245294e-05,0.000680063193167558,0.001425605775821251,0.005159116926109283,0.011300050887182778,0.002675493785513112,0.0025249626700562453,0.004191234182178792,0.0032246823058494525,0.0013861738822876207,0.5859159342944622,0.1717708094511181,4.734248932916671,1.0619821466971189,0.007263294421136379,0.0017853055614978075,0.001075761392712593,7.629510946571827e-05,0.47574723508654815,0.05516673521917685,0.008117799647152424,0.0024567025247961283,0.0120241092517972,0.0024567025247961283,0.006438636640598486,0.0018875913126496495,0.008349645384332752,0.0018729843857092044,0.008438238874077797,0.0018616006709635258,0.00508125452324748,0.0016632333863526583,0.00508125452324748,0.0015564202331006527,0.0005999722490964871,0.00012743533741056855,0.0014036007378943809,0.00012241721650717912,0.00941863120533526,0.0019531548023223877,925.568083442824,925.6949150107044,63.07497605170369,62.564665143612515,0.0,0.0,925.6613756613757,62.60846560846561,0,918.0,912.0,75.0,80.0,0.0,0.0,4,8
1,5,709,1880,578,97,531,57,554.771509167842,76.30606488011283,2.312513997741319,840,0.9658293819402476,30.045412914740087,1,0.3771276595744681,0.4324298149013243,61.82446593258886,55.21775076911409,8.06225774829855,3.3574041178157668,3.0,16.06336035022949,16.023585477563437,51.78409559395226,143.53910524340094,0.844047619047619,0.2960730853451068,0.015533956699251327,0.09639648387072755,0.085996330031478,0.015452846448542166,0.009605052270693039,0.023768911641991724,0.05867117228492453,0.038774350445633016,0.011572162189098513,0.011427087762037044,0.005864309186854209,0.015398190512859062,0.022743424687473555,0.027528178608797003,0.020321731569513984,0.008895360784249028,0.006741163112007788,0.006772194914540617,0.003490215416843386,0.003673684702751617,0.0143679814960222,0.007481430814169034,0.011829711408023993,0.011444047261823319,0.006710831486284817,0.003958695100172086,0.0029100305320279973,0.00336214907353393,0.0020022382895696507,0.7524986774660647,0.23283741506747901,5.2756390469148755,1.3508659491781145,0.00665674835909158,0.0018158236052840948,0.0007858395110815763,9.155413135886192e-05,0.09739857990726514,0.02455816339912083,0.00807202234864235,0.0022735942620784044,0.010345617309212685,0.0023651483934372663,0.006168021946443153,0.001908503402192451,0.007440957753053421,0.0019053116349479753,0.007454032311215997,0.0019073777366429567,0.004654001910239458,0.00158693827688694,0.004654001910239458,0.0015259021893143654,0.0006371471265372478,0.00012263633136225103,0.0010516184634844375,0.00012490047900334954,0.008224613033235073,0.001983672846108675,554.8604641074462,554.7692168667894,76.2663974868537,76.28161393441697,0.0,0.0,554.771509167842,76.30606488011283,0,566.0,544.0,82.0,72.0,0.0,0.0,5,6
1,6,633,1560,931,125,892,85,910.8783570300158,104.65560821484992,1.9186481050355026,699,0.9604094137172553,28.38944578214513,1,0.40576923076923077,0.521200316710237,55.04336486992431,50.24937810560445,7.211102550927978,3.361001797357703,3.1622776601683795,14.830841046746006,15.334666354111592,-44.87114640290644,123.53910524340094,0.9055793991416309,0.31919232943261705,0.011478009247550363,0.11200274263117738,0.08873119551260598,0.0024937758735380576,0.006083539001078305,0.03590267294532724,0.05984627948314378,0.03997023275551777,0.001816256112490916,0.0002404622300906006,0.0022797587105840428,0.021932155905516643,0.024527963104064198,0.027111076390921467,0.020874227705860348,0.0036718349857578214,0.0035938191234253496,0.0013421360667731667,0.0005956092054382187,0.010048579390352357,0.011535283077397412,0.008910465594371838,0.010299532786639459,0.011762180487473128,0.0011880739850211293,0.0007548991952371414,0.0018350475009731586,0.002288898715022414,0.0019174772865259823,0.6365148522891104,0.19179064617492259,4.829114287160337,1.1909971768036485,0.006900892709381878,0.0017853055614978075,0.0007476923055946827,7.629510946571827e-05,0.061977080818549905,0.022262164638913205,0.007644770201295614,0.00221255817450583,0.009948882274329662,0.0024109254591166973,0.006240341689108926,0.0018803004526953195,0.00762893252316009,0.0018815121276518933,0.007705806288868189,0.0018768596928566694,0.00508125452324748,0.001632715342566371,0.00508125452324748,0.00158693827688694,0.0005902717896609965,0.0001134441150267223,0.0009978266468891744,0.0001229132169224276,0.008407721295952797,0.0019531548023223877,910.9366207832418,910.8935709526982,104.6344778195198,104.63935581407267,0.0,0.0,910.8783570300158,104.65560821484992,0,908.0,920.0,107.0,93.0,0.0,0.0,6,11
1,7,540,1334,192,172,163,126,176.16296296296295,147.77592592592592,2.2402558676473143,662,0.9681720500112845,26.221162334209897,1,0.4047976011994003,0.44637758322230675,55.38504653811633,47.92702786528704,6.4031242374328485,2.966784859519525,2.8284271247461903,14.424292809296654,13.862079604881089,-24.6341532732036,123.29646455628165,0.8157099697885196,0.29932492562341656,0.005055376584525516,0.08676894786828078,0.09359126772578007,0.009513348480429468,0.0015733681568748411,0.026537734339753732,0.05647216979593189,0.04416107020177486,0.008011586321248206,0.0041651852997512916,0.0021654741545462505,0.017624763798493703,0.02537013137252327,0.027146292558155396,0.023286459376844725,0.0054749224030596795,0.005686592051313205,0.00036897780879248176,0.0018034828605606452,0.007501478536116141,0.015458174296839445,0.01052272790692503,0.010766126331960807,0.012649562787765535,0.00465423415085422,0.003292419876690359,0.002612345809453451,0.0007150411845555964,0.0010924110839959258,0.7211719048209488,0.19816891732625663,4.3635462541133165,1.0336766610853374,0.00746166193857789,0.0018310826271772385,0.0006256201304495335,9.155413135886192e-05,0.1605189479353856,0.03524456946302349,0.008361943997442722,0.00221255817450583,0.010513465851545334,0.0024567025247961283,0.007001668978844164,0.0019239700711287052,0.008080641211320957,0.0019142160390469211,0.008163576945662498,0.0019073777366429567,0.005645838100463152,0.0016021972987800837,0.005371175706386566,0.0016021972987800837,0.000578314182061895,0.00012916431624790674,0.0008863359577566954,0.00012784762477014084,0.00872816052287817,0.0019989318680018187,176.13645026744047,176.15709604086092,147.9342402007795,147.8106787517345,0.0,0.0,176.16296296296295,147.77592592592592,0,181.0,177.0,138.0,150.0,0.0,0.0,7,15
1,8,464,644,44,157,16,134,29.70689655172414,144.97844827586206,1.376792812292893,508,0.716726793377859,24.306031118985995,1,0.7204968944099379,0.7263256977167196,29.638769408976554,31.38470965295043,10.0,3.7740625465453643,3.1622776601683795,20.858063753124636,20.668716577205863,60.083668199787056,89.59797974644667,0.9133858267716536,0.5997798464539245,0.007950611059610703,0.20205431340543034,0.06872782415735625,0.017717682664564593,0.0256766008295081,0.015905359100765647,0.014791318042089448,0.0288114646438967,0.00429754039568507,0.01700389233575312,0.004091678109474535,0.031150568657731224,0.018317515278042984,0.01100999552405278,0.016776365817899392,0.011515444176757312,0.0023709788988531535,0.007147350581839705,0.002685084861213641,0.004584616701426336,0.005709335267076331,0.008034380529914929,0.004192812620544375,0.009153931284561856,0.0059296835741501136,0.006232817968117363,0.005452905996333898,0.009420139353421241,0.0038004063787996944,0.48186466190963984,0.14636453799903393,3.4430915331467986,0.8757457844913006,0.006301976274698973,0.0018005645833909512,0.0010681315325200558,9.155413135886192e-05,0.8572528024483532,0.01740279267094183,0.00805676355957985,0.002121004043146968,0.010650797747075558,0.0025024795904755592,0.006177752075764613,0.0018764684358850503,0.0074204558904025835,0.0018873831562312513,0.0076752882450819016,0.0018768596928566694,0.003921568859368563,0.0016479743644595146,0.003921568859368563,0.0015716792549937963,0.0011108647641323518,0.00010850381903906052,0.0014673464348214603,0.00012670207293386706,0.008560311049222946,0.0019684138242155313,30.55044027674976,29.724125313632562,145.13114520207688,144.98090326177865,0.0,0.0,29.70689655172414,144.97844827586206,0,31.0,36.0,145.0,151.0,0.0,0.0,8,0
1,9,399,783,216,162,187,135,200.5012531328321,147.77443609022558,1.5268918529377395,418,0.9321093450402829,22.539356209735228,1,0.5095785440613027,0.6549252313292525,37.674997481163544,35.608987629529715,6.708203932499369,3.084645719782699,2.8284271247461903,12.727922061357855,13.645017019709448,-44.70567621276324,87.49747468305833,0.9545454545454546,0.400648721095686,0.012317568206983636,0.14623268114594348,0.09712813619428287,0.011571619905184257,0.006318361035767413,0.042800046741416485,0.05630351518580176,0.0417581806576225,0.005673735392335586,0.008411829470617346,0.00235204025072261,0.011959316471802662,0.015994311606184943,0.018155032752168104,0.022252077473402306,0.0003727712566141807,0.002608044955714986,0.003303479325051419,0.0010984516284129147,0.0019507544664350914,0.00410614271552988,0.0008340931606900927,0.003882091964692886,0.01360634433125359,0.0019260449894869644,0.0034959446532807415,0.001227941622383041,0.0021557556109169135,0.0007792716032387386,0.467566957231611,0.14110017544589937,2.9183642845600843,0.7701686120126396,0.006775005720555782,0.0018310826271772385,0.0005493245553225279,9.155413135886192e-05,0.21472117682584838,0.10684467922809202,0.00781261920928955,0.002288853283971548,0.009338521398603916,0.0023041123058646917,0.006405026811391931,0.0019328791156972517,0.007314196201904973,0.0019302471479013526,0.007339589763432741,0.0019226367585361004,0.005233844742178917,0.0017090104520320892,0.005233844742178917,0.0014801251236349344,0.0005591642108094437,0.0001306555206115727,0.0007645644117308887,0.00013383797850972053,0.007873655296862125,0.0020141908898949623,200.34671510794723,200.43609454559865,147.92351051003718,147.85911279297844,0.0,0.0,200.5012531328321,147.77443609022558,0,196.0,205.0,151.0,148.0,0.0,0.0,9,18
1,10,423,861,863,178,842,137,852.5248226950355,156.7565011820331,2.772461092328611,532,0.9556047443121884,23.207333483685147,0,0.4912891986062718,0.36069036379518404,46.286922107054814,41.23105625617661,6.708203932499369,2.560238294539976,2.23606797749979,13.328664416547511,13.638516228587205,-13.935338521626102,121.39696961966999,0.7951127819548872,0.3168119573076316,0.0237298210811435,0.0962886304287675,0.08992669939340235,0.02203068565084586,0.014764247075435291,0.010478490374692092,0.06229341942373317,0.03563741386464371,0.015410970657957433,0.01806377555850676,0.007058025453806875,0.00906521374304167,0.019675081930040278,0.02310520838249369,0.016790879696443727,0.012678971263965822,0.0070925097895427934,0.009320605907546601,0.002496805809696015,0.006284569195767483,0.007256633877577557,0.004692094864764293,0.004786215689199717,0.009898606214487082,0.007237423409253635,0.005663043926827187,0.0018437642002844337,0.0024064997734447743,0.000950705203674846,0.5826047244481742,0.19804684515111148,2.5743801495991647,0.8021667809225619,0.005661097355186939,0.0018005645833909512,0.0004272526130080223,9.155413135886192e-05,0.22190995985714593,0.020961995310797316,0.006759746931493282,0.0023956664372235537,0.008407721295952797,0.0024109254591166973,0.005601968504309367,0.0019042965879914565,0.006086005081794715,0.0018963753686112575,0.0060883499681949615,0.001892118714749813,0.004455634392797947,0.0016937514301389456,0.004455634392797947,0.0013427939265966415,0.0005317075218637103,0.00013068838515653143,0.0006148906687663705,0.00013062639279277577,0.006530861370265484,0.0019722285796888173,852.6538420521947,852.5440555449876,156.57595192071636,156.74816435229218,0.0,0.0,852.5248226950355,156.7565011820331,0,854.0,858.0,148.0,148.0,0.0,0.0,10,20
