ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,369.58670520231215,61.884393063583815,0,1
1,2,105.28540305010893,63.028322440087145,0,2
1,3,121.29955456570156,84.42984409799554,0,3
1,4,395.126582278481,53.0126582278481,0,4
1,5,734.0105078809107,59.523642732049034,0,5
1,6,834.7579617834394,57.12101910828026,0,6
1,7,884.2494279176201,74.74713958810068,0,7
1,8,363.7971360381862,91.05011933174224,0,8
1,9,429.4356164383562,81.84109589041095,0,9
1,10,771.4363929146538,104.84380032206118,0,10
1,11,752.5571658615137,93.95652173913044,0,11
1,12,107.15853658536585,85.70731707317073,0,12
1,13,737.5061082024433,101.56369982547993,0,13
1,14,384.1324503311258,96.8167770419426,0,14
1,15,828.8880484114977,105.73676248108926,0,15
1,16,312.35117493472586,118.06005221932115,0,16
1,17,339.95522388059703,94.34328358208955,0,17
1,18,796.5100864553314,102.8414985590778,0,18
1,19,87.58111380145279,115.1864406779661,0,19
1,20,911.0606936416185,107.83236994219654,0,20
1,21,905.9903930131004,134.8061135371179,0,21
1,22,796.9166666666666,118.7925925925926,0,22
1,23,931.2515723270441,127.89779874213836,0,23
1,24,456.23816155988857,142.29387186629526,0,24
1,25,977.0763888888889,126.32407407407408,0,25
1,26,415.25071225071224,123.62962962962963,0,26
1,27,369.3940345368917,121.11773940345368,0,27
1,28,324.30494505494505,129.3434065934066,0,28
1,29,555.7125256673511,137.82956878850104,0,29
1,30,882.1581632653061,134.15051020408163,0,30
1,31,578.2824675324675,138.7207792207792,0,31
1,32,835.614598540146,153.32116788321167,0,32
1,33,812.233552631579,162.54111842105263,0,33
1,34,767.2187833511206,177.9188900747065,0,34
1,35,312.8914223669924,171.42019543973942,0,35
1,36,880.9455370650529,166.34947049924358,0,36
1,37,337.00347826086954,172.18434782608696,0,37
1,38,899.017793594306,163.17437722419928,0,38
1,39,791.8656716417911,179.26119402985074,0,39
1,40,324.24793388429754,170.93388429752065,0,40
1,41,386.96017699115043,183.79941002949852,0,41
1,42,423.9054404145078,181.779792746114,0,42
1,43,742.6036585365854,205.10365853658536,0,43
1,44,352.14814814814815,172.4320987654321,0,44
1,45,952.7132216014897,198.7951582867784,0,45
1,46,356.8432989690722,202.69896907216494,0,46
1,47,374.0,193.30569948186528,0,47
1,48,341.25,195.97727272727272,0,48
1,49,866.1466431095406,218.7173144876325,0,49
1,50,314.60919540229884,200.22988505747125,0,50
1,51,270.12545454545455,223.0909090909091,0,51
1,52,397.30027548209364,219.23553719008265,0,52
1,53,817.2395833333334,227.36041666666668,0,53
1,54,335.43791946308727,236.69127516778522,0,54
1,55,284.38461538461536,245.641628959276,0,55
1,56,839.4618644067797,230.6822033898305,0,56
1,57,287.0647482014389,225.43525179856115,0,57
1,58,236.48701298701297,245.54545454545453,0,58
1,59,314.7762711864407,237.4508474576271,0,59
1,60,787.8699690402477,251.59133126934984,0,60
1,61,350.9612188365651,240.13573407202216,0,61
1,62,766.644385026738,244.64171122994654,0,62
1,63,173.5340206185567,237.5917525773196,0,63
1,64,362.3574660633484,258.1764705882353,0,64
1,65,391.75,233.30555555555554,0,65
1,66,210.12741312741312,261.8050193050193,0,66
1,67,70.70866141732283,252.0,0,67
1,68,407.47836538461536,249.69951923076923,0,68
1,69,727.6605616605617,285.54212454212455,0,69
1,70,247.51030927835052,257.66494845360825,0,70
1,71,299.46421267893663,264.7034764826176,0,71
1,72,695.8554852320675,307.15084388185653,0,72
1,73,320.81632653061223,278.26020408163265,0,73
1,74,87.16203703703704,287.9537037037037,0,74
1,75,55.65446716899892,315.70828848223897,0,75
1,76,262.73571428571427,281.5857142857143,0,76
1,77,658.0586797066014,290.1882640586797,0,77
1,78,674.6525821596244,288.90610328638496,0,78
1,79,223.3861386138614,286.029702970297,0,79
1,80,72.61111111111111,298.27777777777777,0,80
1,81,258.089552238806,304.00995024875624,0,81
1,82,279.93509615384613,291.3581730769231,0,82
1,83,487.0238611713666,294.40780911062905,0,83
1,84,205.7040998217469,299.9714795008913,0,84
1,85,515.728187919463,318.73937360178974,0,85
1,86,761.6494708994709,319.77513227513225,0,86
1,87,321.1111111111111,297.49864498644985,0,87
1,88,662.1572104018912,330.628841607565,0,88
1,89,786.5679214402619,326.51554828150574,0,89
1,90,137.84432234432234,308.9468864468864,0,90
1,91,682.3590909090909,323.9977272727273,0,91
1,92,76.17159763313609,334.6568047337278,0,92
1,93,324.56390977443607,311.2481203007519,0,93
1,94,163.7027827116637,328.35287152161044,0,94
1,95,99.97474747474747,322.449494949495,0,95
1,96,363.51335877862596,317.53053435114504,0,96
1,97,347.2825311942959,344.88591800356505,0,97
1,98,733.9018126888218,350.50906344410873,0,98
1,99,633.3676092544987,339.2005141388175,0,99
1,100,940.2188449848024,339.37386018237083,0,100
1,101,227.77198697068403,334.57654723127035,0,101
1,102,267.8532423208191,330.36860068259386,0,102
1,103,516.3337438423646,352.7192118226601,0,103
1,104,300.9004975124378,340.8059701492537,0,104
1,105,355.3307086614173,333.59842519685037,0,105
1,106,455.62760834670945,347.0963081861958,0,106
1,107,398.919452887538,355.95896656534956,0,107
1,108,499.64777327935224,350.17004048583,0,108
1,109,138.72779369627509,346.9914040114613,0,109
1,110,667.9572107765451,370.18858954041207,0,110
1,111,130.36363636363637,371.01253918495297,0,111
1,112,285.63929618768327,359.11143695014664,0,112
1,113,938.0730050933786,362.57385398981324,0,113
1,114,238.8815896188159,363.3787510137875,0,114
1,115,919.853781512605,370.19495798319326,0,115
1,116,321.07654320987655,392.1024691358025,0,116
1,117,189.52777777777777,355.4166666666667,0,117
1,118,447.9344569288389,366.4082397003745,0,118
1,119,98.91348088531187,364.1066398390342,0,119
1,120,367.34196332254584,383.1445523193096,0,120
1,121,142.0,387.13513513513516,0,121
1,122,902.4950099800399,389.25548902195607,0,122
1,123,627.0892857142857,388.0357142857143,0,123
1,124,944.7345132743363,400.0221238938053,0,124
1,125,187.05747126436782,374.02298850574715,0,125
1,126,666.5197568389058,405.46605876393113,0,126
1,127,133.50485436893203,377.5728155339806,0,127
1,128,227.21674008810572,387.05638766519826,0,128
1,129,231.14503816793894,391.5267175572519,0,129
1,130,159.32038834951456,393.22330097087377,0,130
1,131,959.4826498422713,404.17665615141954,0,131
1,132,265.93197278911566,413.3307823129252,0,132
1,133,161.25527426160338,406.457805907173,0,133
1,134,373.23636363636365,410.94141414141416,0,134
1,135,94.85576923076923,410.375,0,135
1,136,204.20689655172413,412.6489028213166,0,136
1,137,149.94736842105263,440.3562753036437,0,137
1,138,79.143583227446,422.1715374841169,0,138
1,139,183.95081967213116,423.14207650273227,0,139
1,140,151.69892473118279,421.3225806451613,0,140
1,141,267.92792792792795,435.976833976834,0,141
1,142,344.238202247191,442.4,0,142
1,143,182.8961267605634,442.2095070422535,0,143
1,144,366.20157068062827,442.3455497382199,0,144
1,145,231.05971769815417,446.25515743756785,0,145
1,146,224.15652173913043,431.0086956521739,0,146
1,147,47.81521739130435,431.17391304347825,0,147
1,148,131.12735849056602,443.0566037735849,0,148
1,149,78.38501742160278,442.8397212543554,0,149
1,150,865.533422459893,457.93048128342247,0,150
1,151,267.82089552238807,449.6194029850746,0,151
1,152,311.35350318471336,466.2277070063694,0,152
1,153,642.6531365313654,469.45571955719555,0,153
1,154,52.822404371584696,472.51775956284155,0,154
1,155,130.39153439153438,459.5308641975309,0,155
1,156,299.0948275862069,458.0258620689655,0,156
1,157,331.4092769440655,478.1023192360164,0,157
1,158,280.459793814433,478.8927835051546,0,158
1,159,76.28440366972477,484.87461773700306,0,159
1,160,245.267217630854,487.33608815427,0,160
1,161,254.90407673860912,474.2685851318945,0,161
1,162,120.6763888888889,480.41805555555555,0,162
1,163,188.58683729433272,494.0530164533821,0,163
1,164,862.0405616224649,497.198127925117,0,164
1,165,210.74799357945426,499.47351524879616,0,165
1,166,378.7282958199357,492.62700964630227,0,166
1,167,167.23076923076923,499.2926829268293,0,167
1,168,146.25563909774436,480.9924812030075,0,168
1,169,223.21428571428572,483.42857142857144,0,169
1,170,851.5619047619048,488.8666666666667,0,170
1,171,110.97000937207123,530.6897844423618,0,171
1,172,114.71428571428571,493.90714285714284,0,172
1,173,543.9892933618844,530.7237687366166,0,173
1,174,304.43861740166864,524.7854588796185,0,174
1,175,325.44134536505334,537.4142739950779,0,175
1,176,826.542372881356,515.3305084745763,0,176
1,177,244.2642487046632,516.3540587219344,0,177
1,178,343.4038672017512,560.2083181320686,0,178
1,179,64.01655629139073,509.182119205298,0,179
1,180,281.585046728972,525.9177570093458,0,180
1,181,133.884561891516,533.5688456189151,0,181
1,182,138.81914893617022,510.48936170212767,0,182
1,183,228.33532934131736,521.4071856287425,0,183
1,184,390.08290155440415,522.979274611399,0,184
1,185,170.56625,547.35,0,185
1,186,97.24743326488706,566.4229979466119,0,186
1,187,390.7895569620253,546.8465189873418,0,187
1,188,505.1789264413519,548.1192842942346,0,188
1,189,207.77037037037036,533.5703703703704,0,189
1,190,407.4571984435798,566.3365758754863,0,190
1,191,203.6888111888112,546.3234265734266,0,191
1,192,245.12898751733704,550.2399445214979,0,192
1,193,469.6558741905643,580.3829787234042,0,193
1,194,487.46067415730334,563.9269662921348,0,194
1,195,159.40983606557376,554.4754098360655,0,195
1,196,529.2323943661971,561.3708920187794,0,196
1,197,792.4155844155844,567.2077922077922,0,197
1,198,57.91304347826087,552.0652173913044,0,198
1,199,81.74846625766871,558.9509202453987,0,199
1,200,807.6844512195122,588.0182926829268,0,200
1,201,225.17522658610272,593.9516616314199,0,201
1,202,475.2125,566.3375,0,202
1,203,132.15509259259258,585.2210648148148,0,203
1,204,446.40340030911904,583.403400309119,0,204
1,205,276.6555023923445,567.1004784688995,0,205
1,206,299.1276595744681,566.9787234042553,0,206
1,207,349.4,568.4666666666667,0,207
1,208,84.96129032258065,595.5150537634408,0,208
1,209,420.5047619047619,565.047619047619,0,209
1,210,845.4362244897959,591.8533163265306,0,210
1,211,243.0677570093458,582.4719626168225,0,211
1,212,39.19101123595506,577.685393258427,0,212
1,213,768.8613445378152,593.5336134453781,0,213
1,214,185.74909963985596,592.2232893157263,0,214
1,215,290.11001642036126,595.4827586206897,0,215
1,216,434.9658421672556,605.643109540636,0,216
1,217,65.88118811881188,587.3960396039604,0,217
1,218,367.96192893401013,596.741116751269,0,218
1,219,342.0134453781513,603.2386554621849,0,219
1,220,507.7070393374741,614.0517598343686,0,220
1,221,201.3963963963964,586.4504504504505,0,221
1,222,275.4197384066587,623.9322235434007,0,222
1,223,408.3290816326531,601.4515306122449,0,223
1,224,870.8137432188065,600.9113924050633,0,224
1,225,752.9586206896552,615.3413793103448,0,225
1,226,169.140243902439,606.9329268292682,0,226
1,227,529.5592920353982,616.9398230088495,0,227
1,228,895.3369369369369,620.2324324324325,0,228
1,229,306.375,599.3365384615385,0,229
1,230,788.3,601.625,0,230
